competitor_offer_id,competitor_name,customer_segment,industry,region,product_id,product_name,product_type,currency,tenor,benchmark_index,competitor_margin_pct,competitor_total_rate_pct,processing_fee_pct,early_settlement_fee_pct,valid_from,valid_to,source_document_id,source_document_name,confidence_score_pct,source_system,source_file_name,ingestion_batch_id,ingestion_timestamp
COMP0069,Mashreq Bank,Corporate,Technology,Sharjah,PROD006,USD Term Loan,Loan,USD,24M,SOFR,2.00,7.30,0.30,0.75,2026-06-01,2026-06-30,DOC_COMP_001,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0070,Dubai Islamic Bank,Corporate,Energy,Dubai,PROD006,USD Term Loan,Loan,USD,24M,SOFR,2.35,7.65,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0071,Emirates NBD,Corporate,Trading,Ras Al Khaimah,PROD006,USD Term Loan,Loan,USD,36M,SOFR,1.90,7.30,0.20,0.50,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0072,ADCB,Corporate,Healthcare,Ajman,PROD006,USD Term Loan,Loan,USD,36M,SOFR,2.20,7.60,0.25,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0073,ADCB,SME,Trading,Sharjah,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.30,5.25,0.30,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0074,Dubai Islamic Bank,SME,Construction,Ras Al Khaimah,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.30,5.25,0.15,1.00,2026-06-01,2026-06-30,DOC_COMP_001,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0075,Standard Chartered UAE,SME,Energy,Sharjah,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.30,5.30,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_004,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0076,Dubai Islamic Bank,SME,Marine Services,Abu Dhabi,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.55,5.55,0.30,0.50,2026-06-01,2026-06-30,DOC_COMP_003,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0077,Mashreq Bank,SME,Construction,Sharjah,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.90,5.98,0.20,0.50,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0078,Standard Chartered UAE,SME,Technology,Sharjah,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.65,5.73,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0079,ADCB,Corporate,Logistics,Sharjah,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.35,5.30,0.25,1.00,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0080,Dubai Islamic Bank,Corporate,Healthcare,Ajman,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.25,5.20,0.30,1.00,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0081,Standard Chartered UAE,Corporate,Trading,Dubai,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.45,5.45,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0082,Mashreq Bank,Corporate,Logistics,Ajman,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.35,5.35,0.25,0.75,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0083,Dubai Islamic Bank,Corporate,Healthcare,Dubai,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.35,5.43,0.20,0.75,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0084,Standard Chartered UAE,Corporate,Healthcare,Ajman,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.25,5.33,0.25,1.00,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
