file_name,file_purpose,column_name,column_description,join_usage
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,recommended_pricing_action,Recommended pricing action,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,additional_risk_premium_pct,Additional risk premium pct,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,floating_rate_required_flag,Floating rate required flag,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,credit_review_required_flag,Credit review required flag,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,source_document_id,Source document id,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,source_document_name,Original document/file name from which this raw record is assumed to be extracted.,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,source_system,Source system,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,source_file_name,Source file name,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,ingestion_batch_id,Raw ingestion batch identifier for lineage and traceability.,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_credit_rating_events.csv,Customer rating downgrade events and recommended pricing cushion actions.,ingestion_timestamp,Timestamp when the synthetic record was landed in raw layer.,customer_id joins to customer_master/prospect; new_risk_category joins segment rules for revised risk premium.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,memory_interaction_id,Memory interaction id,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,conversation_id,Conversation id,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,interaction_date,Interaction date,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,customer_id,Unique customer identifier compatible with existing customer_master customer_id.,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,customer_name,Customer name,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,product_id,Product identifier compatible with existing product_master product_id.,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,product_name,Product name,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,product_type,Product type,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,currency,Currency,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,tenor,Tenor,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,initial_offered_price_pct,Initial offered price pct,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,customer_counter_offer_pct,Customer counter offer pct,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,competitor_name,Competitor name,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,competitor_offer_rate_pct,Competitor offer rate pct,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,requested_discount_pct,Requested discount pct,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,max_reducible_without_profitability_impact_pct,Available reduction from initial offer before reaching profitability floor.,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,profitability_floor_price_pct,Profitability floor price pct,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,rm_note,Rm note,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,follow_up_required_flag,Follow up required flag,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,last_agent_recommendation,Last agent recommendation,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,memory_status,Memory status,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,source_system,Source system,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,source_file_name,Source file name,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,ingestion_batch_id,Raw ingestion batch identifier for lineage and traceability.,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_pricing_negotiation_memory.csv,Historical conversation/interaction memory for follow-up questions about competitor counter-offers and rate reduction room.,ingestion_timestamp,Timestamp when the synthetic record was landed in raw layer.,customer_id + product_id + tenor joins to current request; supports follow-up context and maximum reducible rate.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,similarity_mapping_id,Similarity mapping id,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,new_customer_id,Unique customer identifier compatible with existing customer_master customer_id.,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,new_customer_name,New customer name,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,reference_customer_id,Unique customer identifier compatible with existing customer_master customer_id.,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,reference_customer_name,Reference customer name,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,customer_segment,Banking customer segment such as SME or Corporate.,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,industry_match_flag,Industry match flag,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,risk_category_match_flag,Risk category match flag,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,region_match_flag,Region match flag,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,revenue_band_match_flag,Revenue band match flag,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,requested_product_id,Product identifier compatible with existing product_master product_id.,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,requested_product_name,Requested product name,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,similarity_score,Similarity score between new customer and reference customer.,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,reference_final_price_pct,Reference final price pct,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,adjustment_for_new_customer_pct,Adjustment for new customer pct,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,suggested_price_adjustment_rationale,Suggested price adjustment rationale,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,source_system,Source system,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,source_file_name,Source file name,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,ingestion_batch_id,Raw ingestion batch identifier for lineage and traceability.,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
raw_customer_similarity_mapping.csv,New-customer-to-reference-customer mapping for similarity based pricing recommendations.,ingestion_timestamp,Timestamp when the synthetic record was landed in raw layer.,new_customer_id joins prospect profile; reference_customer_id joins customer_master/historical_deals; requested_product_id joins product_master.
