competitor_offer_id,competitor_name,customer_segment,industry,region,product_id,product_name,product_type,currency,tenor,benchmark_index,competitor_margin_pct,competitor_total_rate_pct,processing_fee_pct,early_settlement_fee_pct,valid_from,valid_to,source_document_id,source_document_name,confidence_score_pct,source_system,source_file_name,ingestion_batch_id,ingestion_timestamp
COMP0073,ADCB,SME,Trading,Sharjah,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.3,0.0,0.3,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0074,Dubai Islamic Bank,SME,Construction,Ras Al Khaimah,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.3,0.0,0.15,1.0,2026-06-01,2026-06-30,DOC_COMP_001,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0075,Standard Chartered UAE,SME,Energy,Sharjah,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.3,0.0,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_004,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0076,Dubai Islamic Bank,SME,Marine Services,Abu Dhabi,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.55,0.0,0.3,0.5,2026-06-01,2026-06-30,DOC_COMP_003,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0077,Mashreq Bank,SME,Construction,Sharjah,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.9,0.0,0.2,0.5,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0078,Standard Chartered UAE,SME,Technology,Sharjah,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.65,0.0,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0079,ADCB,Corporate,Logistics,Sharjah,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.35,0.0,0.25,1.0,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0080,Dubai Islamic Bank,Corporate,Healthcare,Ajman,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.25,0.0,0.3,1.0,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0081,Standard Chartered UAE,Corporate,Trading,Dubai,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.45,0.0,0.25,0.5,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0082,Mashreq Bank,Corporate,Logistics,Ajman,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.35,0.0,0.25,0.75,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0083,Dubai Islamic Bank,Corporate,Healthcare,Dubai,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.35,0.0,0.2,0.75,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0084,Standard Chartered UAE,Corporate,Healthcare,Ajman,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.25,0.0,0.25,1.0,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
